path,slug,title,date,expiryDate,publishDate,draft,permalink
content/post/2020/6/pushing-timesheet-data-and-events-to-clockify-using-python/index.md,,Pushing Timesheet Data and Events to Clockify Using Python,2020-06-25T12:04:57-04:00,0001-01-01T00:00:00Z,2020-06-25T12:04:57-04:00,false,https://nicholasnadeau.com/post/2020/6/pushing-timesheet-data-and-events-to-clockify-using-python/
content/post/2020/6/download-ical-calendar-data-using-python/index.md,,Download iCal Calendar Data Using Python,2020-06-25T08:32:04-04:00,0001-01-01T00:00:00Z,2020-06-25T08:32:04-04:00,false,https://nicholasnadeau.com/post/2020/6/download-ical-calendar-data-using-python/
content/post/2020/6/how-i-hired-a-senior-fullstack-developer-from-vanhack/index.md,,How I Hired a Senior Full-stack Developer in Colombia through VanHack,2020-06-17T14:58:12-04:00,0001-01-01T00:00:00Z,2020-06-17T14:58:12-04:00,false,https://nicholasnadeau.com/post/2020/6/how-i-hired-a-senior-fullstack-developer-from-vanhack/
content/post/2020/6/pushing-data-to-power-bi-using-python/index.md,,Pushing Streaming Data to Microsoft Power BI for Data Visualization Using Python,2020-06-15T16:32:36-04:00,0001-01-01T00:00:00Z,2020-06-15T16:32:36-04:00,false,https://nicholasnadeau.com/post/2020/6/pushing-data-to-power-bi-using-python/
content/post/2020/5/converting-gopro-timelapse-to-a-video-or-gif-with-imagemagick-and-ffmpeg/index.md,,Converting GoPro Timelapse Images to a Video with Imagemagick and ffmpeg,2020-05-19T13:47:35-04:00,0001-01-01T00:00:00Z,2020-05-19T13:47:35-04:00,false,https://nicholasnadeau.com/post/2020/5/converting-gopro-timelapse-to-a-video-or-gif-with-imagemagick-and-ffmpeg/
content/post/2020/5/aon3d-takes-part-in-code-life-ventilator-challenge-to-help-ease-the-covid-crisis/index.md,,AON3D Takes Part in Code Life Ventilator Challenge to Help Ease the COVID Crisis,2020-05-13T16:00:42-04:00,0001-01-01T00:00:00Z,2020-05-13T16:00:42-04:00,false,https://nicholasnadeau.com/post/2020/5/aon3d-takes-part-in-code-life-ventilator-challenge-to-help-ease-the-covid-crisis/
content/post/2020/5/tip-of-the-day-run-google-lighthouse-tests-on-your-netlify-build-pipeline/index.md,,Tip of the Day: Automate Google Lighthouse Tests on Your Netlify Build Pipeline,2020-05-13T08:46:36-04:00,0001-01-01T00:00:00Z,2020-05-13T08:46:36-04:00,false,https://nicholasnadeau.com/post/2020/5/tip-of-the-day-run-google-lighthouse-tests-on-your-netlify-build-pipeline/
content/post/2020/5/tip-of-the-day-user-based-python-configurations-with-dynaconf/index.md,,Tip of the Day: User-based Settings Configuration for Python With Dynaconf,2020-05-06T13:14:48-04:00,0001-01-01T00:00:00Z,2020-05-06T13:14:48-04:00,false,https://nicholasnadeau.com/post/2020/5/tip-of-the-day-user-based-python-configurations-with-dynaconf/
content/post/2020/5/kuka-lbr-iiwa-examples/index.md,,KUKA LBR iiwa Examples,2020-05-03T21:41:25-04:00,0001-01-01T00:00:00Z,2020-05-03T21:41:25-04:00,false,https://nicholasnadeau.com/post/2020/5/kuka-lbr-iiwa-examples/
content/post/2020/4/dev-tips-recursively-delete-empty-folders/index.md,,Tip of the Day: Recursively Delete Empty Folders,2020-04-21T07:57:14-04:00,0001-01-01T00:00:00Z,2020-04-21T07:57:14-04:00,false,https://nicholasnadeau.com/post/2020/4/dev-tips-recursively-delete-empty-folders/
content/event/2020/4/dyndrite-developer-council-ddc2020/index.md,,Making Materials Matter,2020-04-21T00:00:00Z,0001-01-01T00:00:00Z,2020-04-16T13:36:33-04:00,false,https://nicholasnadeau.com/talk/making-materials-matter/
content/post/2020/4/dev-tips-readme-template-with-title-image/index.md,,Tip of the Day: Markdown README Template With Title Image,2020-04-20T07:31:23-04:00,0001-01-01T00:00:00Z,2020-04-20T07:31:23-04:00,false,https://nicholasnadeau.com/post/2020/4/dev-tips-readme-template-with-title-image/
content/post/2020/4/des-milliers-de-visires-fabriques-grce-limpression-3d/index.md,,Des milliers de visières fabriquées grâce à l’impression 3D,2020-04-15T16:58:57-04:00,0001-01-01T00:00:00Z,2020-04-15T16:58:57-04:00,false,https://nicholasnadeau.com/post/2020/4/des-milliers-de-visires-fabriques-grce-limpression-3d/
content/event/2020/4/the-products-by-design-podcast/index.md,,The Products by Design Podcast,2020-04-08T00:00:00Z,0001-01-01T00:00:00Z,2020-04-22T13:20:59-04:00,false,https://nicholasnadeau.com/talk/the-products-by-design-podcast/
content/post/2020/4/dev-tip-quickly-share-files/index.md,,Tip of the Day: Quickly Share Files with Python and ngrok,2020-04-06T07:42:59-04:00,0001-01-01T00:00:00Z,2020-04-06T07:42:59-04:00,false,https://nicholasnadeau.com/post/2020/4/dev-tip-quickly-share-files/
content/post/2020/4/coronavirus-montreal-companies-rush-to-start-making-medical-equipment/index.md,,Coronavirus: Montréal Companies Rush to Start Making Medical Equipment,2020-04-03T22:29:29-04:00,0001-01-01T00:00:00Z,2020-04-03T22:29:29-04:00,false,https://nicholasnadeau.com/post/2020/4/coronavirus-montreal-companies-rush-to-start-making-medical-equipment/
content/post/2020/4/python-tips-round-robin/index.md,,Tip of the Day: Combining Iterables in Python Through Round Robin,2020-04-03T07:03:06-04:00,0001-01-01T00:00:00Z,2020-04-03T07:03:06-04:00,false,https://nicholasnadeau.com/post/2020/4/python-tips-round-robin/
content/post/2020/4/regex-tips-find-nonascii-characters/index.md,,Tip of the Day: Find non-ASCII Characters with Regex,2020-04-03T00:00:00Z,0001-01-01T00:00:00Z,2020-04-03T00:00:00Z,false,https://nicholasnadeau.com/post/2020/4/regex-tips-find-nonascii-characters/
content/publication/nadeau-2019-towards/index.md,,"Towards the development of safe, collaborative robotic freehand ultrasound",2020-02-25T00:00:00Z,0001-01-01T00:00:00Z,2020-02-25T00:00:00Z,false,https://nicholasnadeau.com/publication/nadeau-2019-towards/
content/post/2020/1/phd-defence/index.md,,Ph.D. Defence: Officially Dr Nick,2020-01-15T16:13:49-05:00,0001-01-01T00:00:00Z,2020-01-15T16:13:49-05:00,false,https://nicholasnadeau.com/post/2020/1/phd-defence/
content/post/2020/1/ubuntu-server-on-a-raspberry-pi/index.md,,Ubuntu Server on a Raspberry Pi,2020-01-13T00:00:00Z,0001-01-01T00:00:00Z,2020-01-13T00:00:00Z,false,https://nicholasnadeau.com/post/2020/1/ubuntu-server-on-a-raspberry-pi/
content/post/2020/1/debugging-anacron/index.md,,Debugging Anacron,2020-01-12T18:39:48-05:00,0001-01-01T00:00:00Z,2020-01-12T18:39:48-05:00,false,https://nicholasnadeau.com/post/2020/1/debugging-anacron/
content/publication/nadeau-2019-pybotics/index.md,,Pybotics: Python Toolbox for Robotics,2019-09-30T00:00:00Z,0001-01-01T00:00:00Z,2019-11-16T19:04:18Z,false,https://nicholasnadeau.com/publication/nadeau-2019-pybotics/
content/post/2019/6/rd_partners/index.md,,How AON3D Finds New Funding Opportunities,2019-06-13T14:05:55-04:00,0001-01-01T00:00:00Z,2019-06-13T14:05:55-04:00,false,https://nicholasnadeau.com/post/2019/6/rd_partners/
content/post/2019/2/profiling-python-code/index.md,,Profiling Python Code,2019-02-10T15:07:03-05:00,0001-01-01T00:00:00Z,2019-02-10T15:07:03-05:00,false,https://nicholasnadeau.com/post/2019/2/profiling-python-code/
content/post/2019/2/cli-resize-images/index.md,,Resize and Convert All Images in a Directory,2019-02-10T11:27:47-05:00,0001-01-01T00:00:00Z,2019-02-10T11:27:47-05:00,false,https://nicholasnadeau.com/post/2019/2/cli-resize-images/
content/post/2019/2/skipping-youtube-ads-with-vlc/index.md,,Skipping YouTube Ads With VLC,2019-02-10T11:18:18-05:00,0001-01-01T00:00:00Z,2019-02-10T11:18:18-05:00,false,https://nicholasnadeau.com/post/2019/2/skipping-youtube-ads-with-vlc/
content/post/2019/2/raspberry-pi-setup/index.md,,Setting Up a Raspberry Pi for Dev Side-projects,2019-02-10T10:40:22-05:00,0001-01-01T00:00:00Z,2019-02-10T10:40:22-05:00,false,https://nicholasnadeau.com/post/2019/2/raspberry-pi-setup/
content/publication/nadeau-2019-impedance/index.md,,Impedance Control Self-Calibration of a Collaborative Robot Using Kinematic Coupling,2019-01-01T00:00:00Z,0001-01-01T00:00:00Z,2019-11-16T19:04:18Z,false,https://nicholasnadeau.com/publication/nadeau-2019-impedance/
content/post/2018/12/sosua-scuba/index.md,,"Scuba - Sosúa, Dominican Republic",2018-12-31T10:26:18-05:00,0001-01-01T00:00:00Z,2018-12-31T10:26:18-05:00,false,https://nicholasnadeau.com/post/2018/12/sosua-scuba/
content/event/2018/10/iros-2018/index.md,,Evolutionary Motion Control Optimization in Physical Human-Robot Interaction,2018-10-02T14:30:00-04:00,0001-01-01T00:00:00Z,2018-10-02T14:30:00-04:00,false,https://nicholasnadeau.com/talk/evolutionary-motion-control-optimization-in-physical-human-robot-interaction/
content/publication/kwiatkowski-2018-extrinsic/index.md,,An Extrinsic Dexterity Approach to the IROS 2018 Fan Robotic Challenge,2018-10-01T00:00:00Z,0001-01-01T00:00:00Z,2019-11-16T19:04:18Z,false,https://nicholasnadeau.com/publication/kwiatkowski-2018-extrinsic/
content/publication/nadeau-2018-evolutionary/index.md,,Evolutionary Motion Control Optimization in Physical Human-Robot Interaction,2018-10-01T00:00:00Z,0001-01-01T00:00:00Z,2019-11-16T19:04:18Z,false,https://nicholasnadeau.com/publication/nadeau-2018-evolutionary/
content/post/2018/8/spelling-is-next-to-godliness/index.md,,Spelling Is Next to Godliness,2018-08-07T13:12:00Z,0001-01-01T00:00:00Z,2018-08-07T13:12:00Z,false,https://nicholasnadeau.com/post/2018/8/spelling-is-next-to-godliness/
content/post/2018/8/admonition-blocks-making-your-documentation-stand-out/index.md,,Admonition Blocks: Making Your Documentation Stand Out,2018-08-04T15:23:50Z,0001-01-01T00:00:00Z,2018-08-04T15:23:50Z,false,https://nicholasnadeau.com/post/2018/8/admonition-blocks-making-your-documentation-stand-out/
content/post/2018/7/interprocess-communication-with-redis-pubsub/index.md,,Interprocess Communication with Redis,2018-07-30T21:55:53Z,0001-01-01T00:00:00Z,2018-07-30T21:55:53Z,false,https://nicholasnadeau.com/post/2018/7/interprocess-communication-with-redis-pubsub/
